"lon";"lat";"species";"cells";"wcbio_02";"wcbio_05";"wcbio_09";"wcbio_12";"wcbio_17";"wcbio_18"
-43,492778;-20,1263;"Hololepis pedunculata";5595;19,6679992675781;319;59;11,2843332290649;17,576000213623;19,1413326263428
-40,071853011446;-19,3949002236543;"Senna splendida";3913;26,0400009155273;188;145;9,20766639709473;15,1600008010864;25,1813335418701
-43,492778;-20,1263;"Rhynchospora tenuis";5595;19,6679992675781;319;59;11,2843332290649;17,576000213623;19,1413326263428
-40,630590715126;-19,5432030511092;"Bixa orellana";4291;25,6893329620361;192;123;10,606333732605;16,7120018005371;24,8253326416016
-40,071853011446;-19,3949002236543;"Capparidastrum frondosum";3913;26,0400009155273;188;145;9,20766639709473;15,1600008010864;25,1813335418701
-40,5728;-19,8547;"Solanum insidiosum";4979;21,3793334960938;203;172;9,86566638946533;15,7719993591309;20,5599994659424
-40,7719;-19,8028;"Asplenium auritum";4876;22,3453330993652;203;150;10,614333152771;16,6639995574951;21,5340003967285
-40,0703;-19,3842;"Senna affinis";3913;26,0400009155273;188;145;9,20766639709473;15,1600008010864;25,1813335418701
-42,9087453925292;-20,4202180528198;"Palicourea marcgravii";6295;23,6660003662109;254;50;12,1473331451416;19,4720001220703;22,8379993438721
-40,071853011446;-19,3949002236543;"Matayba guianensis";3913;26,0400009155273;188;145;9,20766639709473;15,1600008010864;25,1813335418701
-42,868031;-20,761343;"Zanthoxylum rhoifolium";7080;22,1860008239746;249;64;12,1423330307007;19,7799987792969;21,3126678466797
-40,071853011446;-19,3949002236543;"Handroanthus chrysotrichus";3913;26,0400009155273;188;145;9,20766639709473;15,1600008010864;25,1813335418701
-43,044518;-18,106432;"Lagenocarpus rigidus";803;20,7586669921875;273;34;11,0950002670288;16,9879989624023;20,3013324737549
-42,868031;-20,761343;"Stryphnodendron polyphyllum";7080;22,1860008239746;249;64;12,1423330307007;19,7799987792969;21,3126678466797
-42,6;-19,77;"Stryphnodendron polyphyllum";4734;25,1380004882812;247;35;11,4436664581299;18,1160011291504;24,3493328094482
-43,4248788829597;-19,0409924221712;"Senna pendula";2950;23,0553340911865;284;40;12,485333442688;19,7000007629395;22,6140003204346
-43,45;-18,77;"Chamaecrista ochnacea";2362;22,9020004272461;274;41;12,1743335723877;19,1679992675781;22,4726676940918
-43,4;-18,87;"Protium spruceanum";2559;22,9766654968262;278;38;12,2530002593994;19,3999996185303;22,5359992980957
-42,8818438826343;-20,758024038568;"Anemia tenera";7079;22,1000003814697;251;66;12,0166664123535;19,568000793457;21,238000869751
-43,5082859302814;-20,2916151948885;"Pseudognaphalium cheiranthifolium";5888;20,2320003509521;310;61;11,1763334274292;17,4879989624023;19,6873321533203
-42,6443267716943;-19,5866031944136;"Pseudopiptadenia contorta";4341;24,5873336791992;262;44;11,6793336868286;18,2360000610352;23,8833332061768
-43,4961;-20,4128;"Ageratum myriadenium";6183;20,0879993438721;303;65;11,3103332519531;17,8799991607666;19,5366668701172
-42,6;-19,77;"Duguetia chrysocarpa";4734;25,1380004882812;247;35;11,4436664581299;18,1160011291504;24,3493328094482
-41,5784;-19,307;"Eremanthus erythropappus";3681;22,2140007019043;217;91;11,4286661148071;17,576000213623;21,4793338775635
-42,6;-19,73;"Cecropia pachystachya";4636;25,1053333282471;248;37;11,635666847229;18,2519989013672;24,335334777832
-43,5;-19,85;"Trembleya laniflora";4908;20,6573333740234;332;63;11,3766670227051;17,507999420166;20,1633338928223
-43,3667;-19,9667;"Chusquea nutans";5206;22,558666229248;309;46;11,8043336868286;18,576000213623;21,966667175293
-41,83;-19,67;"Tibouchina estrellensis";4557;24,2373332977295;212;71;11,9460000991821;18,4320011138916;23,4606666564941
-42,6;-19,77;"Cecropia hololeuca";4734;25,1380004882812;247;35;11,4436664581299;18,1160011291504;24,3493328094482
-43,47472;-20,10639;"Nematanthus strigillosus";5497;18,775333404541;324;66;11,1310005187988;17,2159996032715;18,2706661224365
